full_name,automotive,color,job,address,coordinates,date_time,full_company_name,km_per_litre
Gregory Gregory,629 CIG,RoyalBlue,Risk analyst,Port Christopher,"(Decimal('3.284222'), Decimal('110.231921'))",2012-01-08 22:59:34.922935,"Blair, Whitaker and Schmidt",37
Amber Gill,313 2QC,BurlyWood,Immigration officer,Lake Melissamouth,"(Decimal('88.9123615'), Decimal('-104.800241'))",2021-10-24 22:52:03.129377,Rodriguez-Johnson,14
Nichole Young,KMB 918,SlateGray,Meteorologist,Taylorland,"(Decimal('86.4069915'), Decimal('-120.468976'))",2012-09-18 05:59:23.732718,"Harris, Fisher and Allen",23
Sharon Galvan,8I 4L0DIZ,Linen,Higher education lecturer,West Thomasfort,"(Decimal('-49.0693905'), Decimal('-102.177904'))",2003-03-22 00:45:25.352030,Kelly-Arnold,30
Susan Watkins,481 ILI,Silver,Clinical biochemist,Parksstad,"(Decimal('-56.781452'), Decimal('-23.891161'))",1999-05-30 22:15:39.342647,Hamilton-Jacobs,28
Scott Brown,9-61591C,Chocolate,Estate manager/land agent,North Kathryn,"(Decimal('64.3332455'), Decimal('24.500605'))",2012-05-09 12:51:27.626004,"Newman, Davis and Rodriguez",77
Cindy Hernandez,4AN6915,Navy,Television/film/video producer,Lake Anna,"(Decimal('-56.9083595'), Decimal('107.704323'))",2024-04-05 07:42:36.698690,Hamilton-Williams,0
Cody Harrell,6EQ0368,Snow,"Buyer, industrial",Lorrainestad,"(Decimal('-11.788443'), Decimal('-108.026417'))",1996-11-23 18:08:59.305797,Johnson Ltd,23
Arthur Aguilar,KIQ 336,Cyan,Barrister's clerk,Port Elizabethtown,"(Decimal('53.208448'), Decimal('-87.486436'))",2014-07-08 21:11:24.100592,Hall-Pearson,22
Hailey Summers,2WW 050,LemonChiffon,Social worker,New Rubenhaven,"(Decimal('-17.5939805'), Decimal('-5.575720'))",1998-04-27 21:51:44.247667,Reese-Lambert,35
Grant Dillon,U37-PYW,LightSlateGray,Agricultural consultant,Robertsside,"(Decimal('35.1611575'), Decimal('164.434083'))",1996-12-21 17:28:14.814692,Jordan-Collins,14
Paige Dixon,995K1,LemonChiffon,"Geologist, engineering",,"(Decimal('-83.692861'), Decimal('91.787845'))",2009-10-14 07:26:42.064027,Webb-Lawson,0
Janice Bender,0611,SaddleBrown,Make,North Jeanne,"(Decimal('-28.2899445'), Decimal('54.008405'))",1999-09-26 16:26:01.041543,Dickerson and Sons,28
Sara Dawson,895UEC,Salmon,Physiological scientist,East Matthewborough,"(Decimal('-33.769197'), Decimal('12.852772'))",1996-02-26 14:21:44.009925,Alexander-Williams,14
John Hansen,WGZ-7637,LawnGreen,"Surveyor, commercial/residential",Troyhaven,"(Decimal('-89.238183'), Decimal('-177.837062'))",2019-07-04 09:04:18.647515,"Floyd, Thomas and May",34
Jill Keith,97-S302,SkyBlue,Pharmacologist,Josephberg,"(Decimal('-41.101367'), Decimal('-158.435208'))",2001-11-21 21:53:13.836266,"Willis, Morse and Ramos",17
Deanna Romero,EBK D76,DarkGray,Physiological scientist,North Maryville,"(Decimal('-83.7756495'), Decimal('-44.612983'))",2010-11-30 19:29:01.450831,"Diaz, Cochran and Moore",24
Julia Warren,97-19710,BlueViolet,Research scientist (physical sciences),Natashahaven,"(Decimal('84.974761'), Decimal('-72.624386'))",2012-10-28 19:40:14.381610,Roberson-Blair,19
Jeremy Nelson,BUC-9655,DarkGreen,Database administrator,New Mark,"(Decimal('76.0976575'), Decimal('97.332716'))",2025-02-25 21:26:57.077766,Hampton-Hess,17
Heather Fuller,386 PXK,Red,Licensed conveyancer,Donnachester,"(Decimal('-61.896241'), Decimal('-36.864791'))",2005-08-05 05:31:32.799185,Marks Ltd,32
Kathryn Bonilla,3GC57,Teal,Microbiologist,North Barbarahaven,"(Decimal('39.060002'), Decimal('114.910284'))",2022-12-22 22:44:01.164033,Bell-Cortez,15
Sandra Vang,RHH-7468,SeaShell,"Editor, magazine features",Newtonberg,"(Decimal('49.6555415'), Decimal('129.433974'))",2016-03-09 21:05:08.177358,Rios-Smith,33
Willie Harris DVM,UZX 993,SlateGray,Warden/ranger,Garciaview,"(Decimal('39.394370'), Decimal('73.087300'))",2020-08-09 11:41:46.433844,Rodriguez Group,31
Veronica Berger,1-W8209,Lime,Operational researcher,New Kevinton,"(Decimal('57.5079355'), Decimal('53.707298'))",2017-05-13 01:47:44.312667,Lara-Hall,30
Matthew Taylor,742836,LightCoral,Gaffer,Ronaldton,"(Decimal('26.738910'), Decimal('120.929300'))",2000-11-17 17:27:53.103029,Haynes Group,15
Kari Nelson,1-35394P,Turquoise,"Engineer, biomedical",Lake Victoriaburgh,"(Decimal('76.4954995'), Decimal('-58.378709'))",2017-11-23 08:30:02.648296,"Anderson, Simpson and Garcia",19
Peter Ross,4MI C36,MidnightBlue,"Scientist, physiological",Davistown,"(Decimal('-2.250411'), Decimal('46.293487'))",2017-05-21 13:12:00.390530,Gonzalez-Martin,21
Timothy Sweeney,366 HEW,PeachPuff,Interpreter,Lake Jenniferfort,"(Decimal('-60.3963845'), Decimal('137.478912'))",2018-12-26 18:53:00.623970,"Strong, Anderson and Martinez",24
Jeffrey Miller,BOC 039,WhiteSmoke,Armed forces technical officer,Colleenside,"(Decimal('76.573265'), Decimal('-83.522747'))",2010-10-24 16:47:48.214700,Garcia LLC,19
Sean Perkins,N 581361,BlueViolet,Tree surgeon,Clarkfort,"(Decimal('60.1153355'), Decimal('40.219858'))",2011-01-14 21:36:31.832939,Wallace-Stanley,40
Lisa Bailey,SCK-471,Gold,"Engineer, water",Davidmouth,"(Decimal('18.728093'), Decimal('-142.666943'))",2007-02-04 20:37:10.937562,Stevenson-Berry,22
Cory Sims,035 KC4,OliveDrab,Oncologist,Heiditown,"(Decimal('-39.9985545'), Decimal('97.080575'))",2019-02-15 00:34:55.142542,"Sanford, Morrison and Thompson",69
John Logan,73-4702A,LightCoral,Occupational therapist,West Maria,"(Decimal('-8.2516095'), Decimal('-128.380147'))",2004-08-24 05:56:05.386333,Jimenez Inc,43
Jenna Rasmussen,TJF 788,Tomato,"Therapist, art",West Jeffrey,"(Decimal('-5.4645155'), Decimal('-3.479482'))",2020-01-28 05:51:59.215759,Le Inc,37
James Owens,0114,PowderBlue,Wellsite geologist,West Veronicaberg,"(Decimal('32.717050'), Decimal('171.896963'))",2007-05-03 04:17:28.946666,"Roberts, Martinez and King",18
Lee Fernandez,9SR V82,Khaki,Games developer,Lindaville,"(Decimal('-48.397855'), Decimal('-42.009046'))",2015-10-02 01:54:51.487204,"Jenkins, Johnson and Castro",38
Virginia Harris,5AV68,SeaGreen,Fitness centre manager,Smithside,"(Decimal('8.3221055'), Decimal('-163.898339'))",2016-06-22 15:30:07.776809,Benton-Walter,16
Connie Gregory,WEN 704,PaleGreen,"Surveyor, planning and development",Larsonborough,"(Decimal('46.489711'), Decimal('76.457039'))",2004-07-09 16:59:04.006610,"Mccann, Mason and Hebert",14
Bonnie Morrow,0247,PeachPuff,"Teacher, secondary school",East Lauraville,"(Decimal('-49.101975'), Decimal('-30.356894'))",2017-09-04 06:37:27.380922,Murray-Archer,30
Peter Daniels,,OrangeRed,Illustrator,Port Daniel,"(Decimal('75.381908'), Decimal('-3.486548'))",2010-10-11 13:19:19.656231,Austin-Williams,33
David Daniels,EV 0556,Snow,"Accountant, chartered management",North Melanie,"(Decimal('-71.471414'), Decimal('27.335313'))",2019-01-20 16:56:38.696460,Kelly Ltd,40
Lisa Cox,10EB046,DarkTurquoise,Historic buildings inspector/conservation officer,Lake Christopherhaven,"(Decimal('-63.0872055'), Decimal('-159.930371'))",2024-02-24 15:35:55.331702,Wallace Inc,18
Lori Woods,AV-1542,DarkMagenta,Air broker,Johnhaven,"(Decimal('18.013586'), Decimal('121.220912'))",2020-08-02 14:17:23.471808,Jensen PLC,41
Sarah Ramirez,786 JWT,Cyan,Primary school teacher,Yatesfort,"(Decimal('-53.4305425'), Decimal('125.607456'))",2016-07-27 03:23:19.801423,Butler PLC,39
Rebecca Mcdaniel,38-IF79,Black,Copy,West Sheriport,"(Decimal('6.135267'), Decimal('-145.536677'))",2014-02-11 17:09:38.051129,"Sullivan, Parker and Harrison",28
Maria King,MZG 869,MediumVioletRed,Printmaker,South Mitchellberg,"(Decimal('89.585562'), Decimal('170.405958'))",1995-08-04 11:18:37.547761,Mitchell Inc,15
Jill Cooper,OPM9034,DeepPink,Oceanographer,North Ashley,"(Decimal('39.3710765'), Decimal('-36.637856'))",2019-11-02 16:11:09.940125,"Evans, Moreno and Collins",30
Chloe Jackson,569 HHB,Plum,Photographer,West Kelly,"(Decimal('-53.283896'), Decimal('0.727906'))",2020-08-28 02:52:35.139928,Valencia Group,37
Taylor White,84JW901,LightCoral,Contractor,West Russellfort,"(Decimal('8.5611415'), Decimal('41.772788'))",2016-12-13 03:32:52.011028,Moses-Lambert,40
Rebecca Tate,QAW-0691,PeachPuff,Data processing manager,Alexanderfurt,"(Decimal('41.456885'), Decimal('11.086445'))",2009-03-18 03:23:03.243727,"Burns, Morris and Walters",42
Joshua Delgado,640-XJF,LightBlue,Newspaper journalist,Wongshire,"(Decimal('-39.548442'), Decimal('163.241374'))",2009-10-09 20:29:55.577834,"Oliver, Pennington and Harrison",16
Larry Mccarty,T75 0RJ,FireBrick,Consulting civil engineer,Evansport,"(Decimal('-52.183872'), Decimal('-53.092248'))",2017-11-09 15:57:46.624475,Phillips and Sons,30
Justin Wright,ZK-8814,LightSkyBlue,"Lecturer, further education",South Jamesview,"(Decimal('78.049211'), Decimal('-7.429680'))",2005-04-12 10:15:22.109907,Thompson-Scott,20
Dawn Johnson,183 RSJ,Magenta,Arts development officer,East Ryanberg,"(Decimal('7.6095595'), Decimal('143.259292'))",2018-05-21 01:27:35.637965,Thomas Ltd,38
Jason Lindsey,622-EXZ,SkyBlue,Press photographer,Brycebury,"(Decimal('-1.8425765'), Decimal('-151.084741'))",2015-01-03 16:51:07.571672,Burns Group,19
Brian Erickson,2-Z0895,ForestGreen,Advice worker,Ryanmouth,"(Decimal('40.606832'), Decimal('150.071554'))",1999-03-31 09:55:35.180647,"Adams, Flowers and Hernandez",28
Allison Yang,873 0467,MediumBlue,Youth worker,West Johnchester,"(Decimal('-39.836480'), Decimal('3.459090'))",2015-12-25 07:04:49.484997,Cooper-Bentley,41
John Gill,55GH327,DarkOrchid,Probation officer,Colemanfurt,"(Decimal('84.566530'), Decimal('-27.312506'))",2021-05-26 08:17:22.663528,"Brown, Christensen and Pennington",73
Joshua Lewis,4GR 655,DarkOliveGreen,Dance movement psychotherapist,Turnerborough,"(Decimal('39.2650285'), Decimal('58.736164'))",2024-08-01 17:57:11.364313,"Nash, Rogers and Gilbert",18
Patricia Ramos,8AV K44,LightSeaGreen,"Presenter, broadcasting",Hernandezton,"(Decimal('61.8743195'), Decimal('-21.178472'))",2010-11-19 12:35:56.062900,"Shaffer, Robles and Dennis",25
Kurt Kane,LMV 167,DarkMagenta,Civil Service fast streamer,Emilytown,"(Decimal('36.948447'), Decimal('-105.700212'))",2019-06-04 09:33:20.877124,Silva Group,22
William Elliott,RDE 856,PaleGoldenRod,"Surveyor, rural practice",Josephberg,"(Decimal('86.823780'), Decimal('-80.137238'))",2008-02-13 07:17:23.691393,Gonzalez-Nguyen,13
Ross Russo,XPM-8417,,Editorial assistant,West Ashley,"(Decimal('2.2949745'), Decimal('21.512177'))",2012-06-16 21:28:10.510420,Williams-Morrison,41
Sarah Silva,LYD-2299,Peru,Conference centre manager,Darrellfort,"(Decimal('-89.6094475'), Decimal('-60.016370'))",2017-03-22 04:08:48.557276,Taylor-Roberson,17
Billy Fowler,4-8827R,Navy,Clinical biochemist,South Robert,"(Decimal('-29.970958'), Decimal('46.451324'))",2014-06-24 10:36:19.534644,Schwartz PLC,34
Paul Johnson,C72 0LH,BlueViolet,Educational psychologist,Terrihaven,"(Decimal('-59.623936'), Decimal('101.609107'))",2005-04-26 10:36:38.669438,"Reynolds, Rogers and Thompson",21
Kenneth Benson,94Y BM1,CadetBlue,"Engineer, biomedical",North Markstad,"(Decimal('-30.812204'), Decimal('4.886923'))",2008-03-26 20:13:13.112114,Evans Group,35
Maurice Henderson,9ZKA 74,BlueViolet,Theatre director,Lake Kevintown,"(Decimal('86.382115'), Decimal('-151.482180'))",2010-03-26 06:05:13.696516,Brown Ltd,39
Megan Bradley,SOY-9420,Orange,Actor,Christopherburgh,"(Decimal('-37.6633415'), Decimal('-20.945533'))",2016-02-27 06:47:25.257524,Lewis-Crawford,15
Nichole Frank,OWK T94,Lavender,Exercise physiologist,Smithville,"(Decimal('-7.165855'), Decimal('-67.841047'))",1999-10-27 03:48:48.850331,Martinez-Warren,17
Jessica Archer,02K N58,MediumBlue,"Physicist, medical",Carrshire,"(Decimal('-23.552832'), Decimal('150.797710'))",2003-12-24 21:51:19.017891,"Kim, Floyd and Reyes",23
Christopher Brewer,W24 6UL,Peru,"Radiographer, therapeutic",Lake Tina,"(Decimal('-23.8047255'), Decimal('-108.228490'))",2014-10-02 17:42:10.823989,Shepard-Smith,42
Richard Franklin,TOZ 987,Tan,"Therapist, horticultural",Janetborough,"(Decimal('21.3709305'), Decimal('-8.761919'))",2013-07-30 15:02:48.952946,Farmer-Harris,19
Austin Huynh,XDB2516,Gold,Customer service manager,Lake Bradleytown,"(Decimal('-73.0037695'), Decimal('86.800826'))",2000-02-29 17:33:00.947117,Archer Inc,15
Kathleen Goodman,WYW 573,PaleGoldenRod,Health and safety adviser,South Matthew,"(Decimal('-74.7611695'), Decimal('176.937447'))",2003-05-19 02:29:42.923692,"Weber, Romero and Davis",34
Christopher Scott,,Green,Food technologist,Kennethside,"(Decimal('-40.1592445'), Decimal('-41.539771'))",2007-04-19 01:00:14.864004,Winters-Leblanc,39
Manuel Thornton,0AT9793,SkyBlue,Building surveyor,Armstrongtown,"(Decimal('44.138285'), Decimal('-152.344422'))",2004-06-16 05:30:56.276958,Reid-Mathis,27
Maureen Walker,UBQ-8702,Gainsboro,Commercial art gallery manager,Adamtown,"(Decimal('-57.5764805'), Decimal('-160.802423'))",2013-06-20 16:17:01.623055,Lopez-Lane,15
Jerry Murray,5VF23,Beige,"Surveyor, hydrographic",Palmermouth,"(Decimal('64.112791'), Decimal('33.614338'))",2017-09-29 22:21:49.523718,Coleman-Evans,32
Scott Reese,XTG 383,Gold,"Pharmacist, community",South Justinland,"(Decimal('-30.303437'), Decimal('17.643270'))",2016-04-30 13:20:25.612890,Phillips PLC,19
Kimberly Carr,6V 9532I,Olive,"Designer, jewellery",East Charlesmouth,"(Decimal('53.0679305'), Decimal('-44.301886'))",2008-01-20 03:05:57.760942,Norman-Copeland,14
Doris Brock,LHT 922,FloralWhite,Proofreader,East Michaelmouth,"(Decimal('-27.2111175'), Decimal('46.178700'))",2001-04-04 12:19:01.669307,Luna Group,12
James Tanner,MQO 105,DarkSeaGreen,Historic buildings inspector/conservation officer,South Janet,"(Decimal('44.2463875'), Decimal('176.846491'))",1996-04-23 07:21:43.753942,Navarro LLC,16
Robert Gallagher,570 6252,DarkGoldenRod,Special educational needs teacher,Lake Randy,"(Decimal('65.1368245'), Decimal('-20.501522'))",2003-11-01 09:25:11.715833,Swanson-Lee,25
Pamela Cook,EON 726,MediumBlue,Advertising account executive,Griffinview,"(Decimal('-27.2790165'), Decimal('-79.827846'))",2024-04-30 13:55:01.499479,Smith-Franklin,22
Ashley Ball,78A 5594,Coral,Corporate investment banker,Lake Moniquehaven,"(Decimal('-19.674469'), Decimal('66.297420'))",2000-06-15 08:05:03.253729,Wolf Group,38
Donna Pittman,LMN 561,PaleGreen,Secretary/administrator,Thomasville,"(Decimal('20.9974195'), Decimal('88.435126'))",2024-03-21 00:05:11.413100,Fowler PLC,43
Kyle Olson,7QT3976,LimeGreen,"Production designer, theatre/television/film",East Taylorville,"(Decimal('-77.7639195'), Decimal('-56.821545'))",2014-07-25 06:46:59.488615,Reed-Miller,77
Veronica Riley,635 OG8,LawnGreen,"Lighting technician, broadcasting/film/video",Kristenberg,"(Decimal('13.641470'), Decimal('88.197291'))",2022-02-04 19:59:35.718607,"Warner, Rivera and Thompson",26
Kenneth Hall,914 WCH,Maroon,Surgeon,Ingramshire,"(Decimal('63.9626345'), Decimal('144.443303'))",2009-08-24 02:24:09.588752,"Smith, Perry and Rich",42
Jill Gregory,ECN-817,LightGoldenRodYellow,Sports therapist,New Amberfort,"(Decimal('-18.8705645'), Decimal('-135.985689'))",2024-06-20 18:07:33.450455,Brown-Robinson,17
Thomas Potter,CYX-4844,LimeGreen,Energy manager,Christinafort,"(Decimal('-76.9389135'), Decimal('74.596830'))",2007-05-26 23:41:37.843466,Barber-Spears,15
Sarah Curtis,505 3HC,MediumVioletRed,Dentist,East Jamesside,"(Decimal('84.620412'), Decimal('-12.616860'))",2017-01-06 13:54:34.919223,Nguyen LLC,29
Christian Miller,825 2UY,Azure,"Investment banker, corporate",West Theresabury,"(Decimal('-17.308454'), Decimal('69.497330'))",2024-02-29 10:54:48.821913,Wood and Sons,28
Corey Hernandez,5850 PQ,MediumVioletRed,Environmental manager,Chenmouth,"(Decimal('78.0008955'), Decimal('137.218309'))",1996-04-12 20:55:39.311943,Sanchez LLC,14
Jasmine Barrera,HXP 404,SkyBlue,Contractor,East Robert,"(Decimal('79.051640'), Decimal('113.273571'))",1999-03-14 11:45:41.626399,Brooks-Freeman,31
Michelle Allen,CNL 109,Teal,Equality and diversity officer,South Kayla,"(Decimal('-14.787679'), Decimal('-49.185560'))",2023-12-08 07:46:41.743374,"Williams, Meyer and Hampton",41
Alexander Snyder,730F,LightPink,Art therapist,Rodriguezborough,"(Decimal('-33.5599795'), Decimal('174.897240'))",2000-04-04 13:48:40.983504,"Marshall, Thomas and Walker",12
Alexander Price,PYY 430,Peru,Child psychotherapist,West Robert,"(Decimal('-12.5696205'), Decimal('4.492062'))",2011-11-21 05:22:30.510554,Burke-Rose,41
Lori Perez,97QO0,ForestGreen,"Horticulturist, commercial",Davidville,"(Decimal('89.3270345'), Decimal('117.536994'))",2021-09-25 19:48:11.971437,Todd-Stout,21
Brian Thompson,YZT-666,Plum,Comptroller,Colemanmouth,"(Decimal('57.047864'), Decimal('-76.216532'))",2012-10-21 00:24:08.596099,"Munoz, Evans and Spencer",12
Stephanie Henry,ZJU-405,LightGray,Prison officer,South Monica,"(Decimal('-18.0024195'), Decimal('112.187937'))",1998-01-02 19:22:00.763072,Perez-Larsen,34
Sarah White,NCC 923,DarkOliveGreen,Child psychotherapist,Thomasmouth,"(Decimal('-34.5580605'), Decimal('-17.182150'))",2019-05-17 14:01:40.182149,"Horton, Allen and Guzman",14
Carrie Mcknight,A24-YCJ,IndianRed,Environmental health practitioner,Clarkton,"(Decimal('-85.5930925'), Decimal('-160.100866'))",2024-02-22 01:03:53.788512,Hall and Sons,13
Brian Tapia,JZ 91194,Azure,"Lighting technician, broadcasting/film/video",Port Ebony,"(Decimal('88.5095155'), Decimal('-79.757593'))",2017-01-18 14:12:21.580497,Knight Inc,40
Dale Decker,44-G194,Pink,Music tutor,Brianville,"(Decimal('-66.4390675'), Decimal('117.644020'))",2025-03-06 12:30:44.236618,"Guerra, Lutz and Randall",20
Leslie Robertson,0WJ6308,YellowGreen,Architect,Brownfort,"(Decimal('-6.2660115'), Decimal('-178.512621'))",2014-06-28 03:03:02.616116,"Mendez, Hayes and Dickerson",21
Marcus Rodriguez,ZVC 417,SandyBrown,Soil scientist,Vickieton,"(Decimal('48.076901'), Decimal('82.485523'))",2019-04-24 18:01:19.757412,"Stevens, Ryan and Bell",29
Michael Dalton,2A 7834Q,SlateGray,Telecommunications researcher,Lake Marcus,"(Decimal('-23.0950275'), Decimal('-149.444500'))",1997-10-05 20:56:16.275687,"Thomas, Mills and Brown",41
Karen Jones,9RM3432,PaleGoldenRod,Copy,New Alyssa,"(Decimal('31.9287225'), Decimal('65.419788'))",2000-11-17 03:15:02.580813,"Romero, Hodge and Brown",26
James Brown,01-28874,Chartreuse,Legal executive,West George,"(Decimal('-16.2160245'), Decimal('-52.297217'))",2009-10-22 19:15:07.793163,Davis-Manning,43
Billy Miller,E98 5DM,DarkSlateBlue,Curator,New Karen,"(Decimal('12.619149'), Decimal('-23.815687'))",2017-09-12 21:55:53.264838,Lee Ltd,16
Donna Harris,KDC 258,LightBlue,"Geologist, engineering",Lake Damon,"(Decimal('-36.3514185'), Decimal('150.392321'))",1996-04-11 14:26:02.707037,"Rush, Rodriguez and Duran",23
Katrina Khan,VGR 104,BlanchedAlmond,"Geneticist, molecular",South Valerie,"(Decimal('49.8697155'), Decimal('-179.821994'))",1997-03-16 09:54:18.080708,Leonard-Thomas,12
Jason Adams,HDU-399,White,"Designer, television/film set",Lake Brandon,"(Decimal('71.4035215'), Decimal('-15.531644'))",2015-03-19 23:19:47.106088,Harris and Sons,28
Desiree Kelley,LER 437,Coral,"Buyer, industrial",Johnsonborough,"(Decimal('45.601106'), Decimal('-150.549077'))",2019-10-13 04:52:18.580998,Strickland PLC,16
,0M 95707,LightGoldenRodYellow,Communications engineer,Bradmouth,"(Decimal('60.730620'), Decimal('-58.185707'))",2002-03-23 05:32:41.729249,Lopez Ltd,40
Dr. Samuel Brown PhD,J 898680,BlanchedAlmond,Commercial horticulturist,West Amyport,"(Decimal('-65.293041'), Decimal('-174.839313'))",2022-05-27 05:25:03.290793,Brooks LLC,36
Troy Lambert,AHE-9488,Snow,"Physicist, medical",Beckburgh,"(Decimal('-14.681482'), Decimal('49.090686'))",1996-01-04 01:44:43.638567,Smith PLC,33
William Bowman,57L Z27,SeaShell,"Surveyor, quantity",North Michaelchester,"(Decimal('-53.6157765'), Decimal('-90.247208'))",2004-09-30 10:43:17.478103,King PLC,33
Vanessa Yang,301V2,YellowGreen,Advertising art director,New Geneborough,"(Decimal('8.436785'), Decimal('-39.116019'))",2024-09-06 22:31:01.737906,Rodriguez LLC,13
Jennifer Morgan,TTR-0952,SeaShell,Meteorologist,Lopezbury,"(Decimal('88.9345235'), Decimal('-149.562813'))",,,14
Lauren Ross,78U T53,Peru,Geophysical data processor,Lake Stephanie,"(Decimal('-43.9218005'), Decimal('133.808084'))",1998-01-10 05:25:47.760094,Shaw-Oconnor,13
